
felipec;libgmsn;felipec;Felipe Contreras;User;DEVELOPER;true;false;Sun Jun 15 18:30:21 BRT 2008
sudothinker;feather-slice;sudothinker;Michael Murray;User;DEVELOPER;true;false;Wed Jun 18 03:14:47 BRT 2008

hamano;erlang-users.jp;hamano;HAMANO Tsukasa;User;DEVELOPER;true;false;Wed Jun 18 09:02:22 BRT 2008
hamano;erlang-users.jp;howking;Junji Shiokawa;User;DEVELOPER;true;false;Thu Jun 19 11:52:14 BRT 2008
hamano;erlang-users.jp;cooldaemon;cooldaemon;User;DEVELOPER;true;false;Tue Jun 24 08:49:45 BRT 2008

TylerRick;command-line;TylerRick;Tyler Rick;User;DEVELOPER;true;false;Wed Jun 18 04:10:13 BRT 2008

remco;insoshi;mhartl;Michael Hartl;User;DEVELOPER;true;false;Mon Feb 18 20:18:20 BRT 2008
remco;insoshi;long;Long Nguyen;User;DEVELOPER;true;false;Wed Apr 09 21:20:30 BRT 2008
remco;insoshi;calas;Jorge Calás;User;DEVELOPER;true;false;Thu Apr 17 20:27:25 BRT 2008
remco;insoshi;raulparolari;Raul Parolari;User;DEVELOPER;true;false;Mon Mar 03 22:44:19 BRT 2008

hotchpotch;hparser;nitoyon;Kenichi Saita;User;DEVELOPER;true;true;Sat May 05 01:09:50 BRT 2012
hotchpotch;hparser;hotchpotch;Yuichi Tateno;User;DEVELOPER;true;false;Wed Jun 25 03:12:09 BRT 2008
hotchpotch;hparser;takahashim;Masayoshi Takahashi;User;DEVELOPER;true;false;Fri May 07 13:38:38 BRT 2010
hotchpotch;hparser;cho45;cho45;User;DEVELOPER;true;false;Fri Jun 20 10:02:25 BRT 2008

danielegozzi;radiant-extensions;danielegozzi;Daniele Gozzi;User;DEVELOPER;true;false;Wed Jun 18 05:37:14 BRT 2008
danielegozzi;radiant-extensions;freels;Matt Freels;User;DEVELOPER;true;false;Tue Mar 11 01:11:52 BRT 2008

naehrstoff;photo-promenade;naehrstoff;Peter Gassner;User;DEVELOPER;true;false;Wed Jun 18 06:15:08 BRT 2008
naehrstoff;photo-promenade;scharlie;Carlo Jörges;User;DEVELOPER;true;false;Sun Sep 28 07:27:08 BRT 2008

arunthampi;injour;arunthampi;Arun Thampi;User;DEVELOPER;true;false;Wed Jun 18 09:13:06 BRT 2008
arunthampi;injour;chuyeow;Cheah Chu Yeow;User;DEVELOPER;true;false;Wed Jun 18 23:54:49 BRT 2008


saimonmoore;waves;automatthew;automatthew;User;DEVELOPER;true;false;Fri Feb 29 19:47:00 BRT 2008
saimonmoore;waves;lawrencepit;Lawrence Pit;User;DEVELOPER;true;false;Thu Mar 06 18:52:39 BRT 2008

nick;mephisto;nick;Nick Poulden;User;DEVELOPER;true;false;Thu Jun 26 16:54:33 BRT 2008
nick;mephisto;technoweenie;risk danger olson;User;DEVELOPER;true;false;Wed Dec 19 18:18:05 BRST 2007
nick;mephisto;yaroslav;Yaroslav Markin;User;DEVELOPER;true;false;Sun May 11 07:18:00 BRT 2008
nick;mephisto;Bertg;Bert Goethals;User;DEVELOPER;true;false;Thu May 01 18:19:41 BRT 2008
nick;mephisto;isaackearse;null;User;DEVELOPER;true;false;Sat Mar 29 02:53:25 BRT 2008
nick;mephisto;francois;François Beausoleil;User;DEVELOPER;true;false;Mon Mar 03 11:57:58 BRT 2008
nick;mephisto;svenfuchs;Sven Fuchs;User;DEVELOPER;true;false;Wed Feb 06 19:27:46 BRST 2008
nick;mephisto;psq;Pascal;User;DEVELOPER;true;false;Sat Dec 22 07:15:37 BRST 2007

quamen;starjour;lachie;Lachie Cox;User;DEVELOPER;true;false;Fri Jun 13 01:47:53 BRT 2008
quamen;starjour;drnic;Dr Nic Williams;User;DEVELOPER;true;false;Fri Jun 13 03:33:34 BRT 2008

Zillode;Slot-Racers;Zillode;null;User;DEVELOPER;true;false;Tue Jan 15 15:24:59 BRST 2008

eadz;permalink_fu;henrik;Henrik Nyh;User;DEVELOPER;true;false;Thu May 22 12:39:22 BRT 2008
eadz;permalink_fu;nakajima;Pat Nakajima;User;DEVELOPER;true;false;Thu Mar 13 22:07:51 BRT 2008
eadz;permalink_fu;technoweenie;risk danger olson;User;DEVELOPER;true;false;Wed Dec 19 18:17:41 BRST 2007

gfxmonk;google-reader-iphone-sync;gfxmonk;Tim Cuthbertson;User;DEVELOPER;true;false;Sat Jun 21 02:45:49 BRT 2008

vlarsen;foosball;vlarsen;Vidar Larsen;User;DEVELOPER;true;false;Thu Aug 21 11:37:22 BRT 2008

lutzky;linux_cs_primer;lutzky;Ohad Lutzky;User;DEVELOPER;true;false;Wed Jun 18 09:23:18 BRT 2008
