



sintaxi;pmpknpi;open;Deleted user;Tue Jan 21 16:11:11 BRST 2014;null;627;
mislav;will_paginate;closed;Sébastien Grosjean;Sun Aug 23 13:56:33 BRT 2009;Tue Aug 09 11:15:23 BRT 2011;715;
mislav;will_paginate;closed;jinleileiking;Mon Aug 03 11:47:38 BRT 2009;Mon Aug 03 12:25:07 BRT 2009;0;
mislav;will_paginate;closed;Mislav Marohni?;Mon Jul 27 12:08:24 BRT 2009;Fri Feb 05 08:37:40 BRST 2010;192;
mislav;will_paginate;closed;Arnaud Berthomier;Tue Jul 21 04:47:32 BRT 2009;Tue Jul 21 08:13:15 BRT 2009;0;
mislav;will_paginate;closed;null;Fri Jul 17 03:40:08 BRT 2009;Tue Sep 15 13:51:19 BRT 2009;60;
mislav;will_paginate;open;John Grimes;Sun Jul 12 05:17:40 BRT 2009;null;2281;
mislav;will_paginate;closed;Angelo Lakra;Mon Jul 06 03:56:35 BRT 2009;Thu Sep 09 10:59:46 BRT 2010;430;
mislav;will_paginate;closed;Lennart Melzer;Tue Jun 02 12:20:20 BRT 2009;Tue Jun 02 14:52:17 BRT 2009;0;



caius;soco;open;Deleted user;Tue Jan 21 16:11:26 BRST 2014;null;627;


lsegal;yard;closed;John Backus;Sun Oct 04 22:22:13 BRT 2015;Sun Oct 04 22:52:16 BRT 2015;0;
lsegal;yard;open;Elliot Winkler;Tue Sep 22 20:59:53 BRT 2015;null;18;
lsegal;yard;open;Alex Dowad;Mon Sep 21 09:47:48 BRT 2015;null;19;
lsegal;yard;open;Alex Dowad;Mon Sep 21 06:49:10 BRT 2015;null;19;
lsegal;yard;closed;Ian Kronquist;Fri Sep 18 18:01:42 BRT 2015;Mon Sep 21 20:45:41 BRT 2015;3;
lsegal;yard;closed;Alex Dowad;Fri Sep 18 17:20:16 BRT 2015;Sat Oct 03 14:28:28 BRT 2015;14;
lsegal;yard;closed;Ian Kronquist;Thu Aug 27 20:47:20 BRT 2015;Thu Aug 27 21:03:39 BRT 2015;0;
lsegal;yard;open;Maurizio De Magnis;Mon Aug 24 10:37:10 BRT 2015;null;47;
lsegal;yard;open;Xavier Shay;Sat Aug 15 14:12:12 BRT 2015;null;56;
lsegal;yard;open;Xavier Shay;Sat Aug 15 13:12:37 BRT 2015;null;56;
lsegal;yard;closed;Sylvain Joyeux;Tue Aug 04 11:44:44 BRT 2015;Tue Aug 04 15:00:21 BRT 2015;0;
lsegal;yard;closed;Gleb Mazovetskiy;Mon Aug 03 19:26:12 BRT 2015;Tue Aug 04 15:09:23 BRT 2015;0;
lsegal;yard;closed;Jörg Herzinger;Wed Jul 29 04:19:10 BRT 2015;Tue Aug 04 16:53:04 BRT 2015;6;
lsegal;yard;closed;null;Mon Jul 20 11:45:42 BRT 2015;Mon Sep 21 20:45:21 BRT 2015;63;
lsegal;yard;open;Aleksandar Kostadinov;Thu Jul 16 14:28:26 BRT 2015;null;86;
lsegal;yard;closed;Postmodern;Fri Jul 10 20:32:12 BRT 2015;Fri Jul 10 23:01:12 BRT 2015;0;
lsegal;yard;open;Shreyank Gupta;Tue Jun 30 06:32:59 BRT 2015;null;102;
lsegal;yard;closed;Devin Mitchell;Thu Jun 25 15:25:11 BRT 2015;Thu Jun 25 17:11:35 BRT 2015;0;
lsegal;yard;closed;Patrick Fratczak;Thu Jun 25 12:24:11 BRT 2015;Thu Jun 25 15:00:47 BRT 2015;0;
lsegal;yard;open;Corey Csuhta;Wed Jun 24 11:58:08 BRT 2015;null;108;
lsegal;yard;closed;takiy33;Tue Jun 23 12:49:43 BRT 2015;Wed Jun 24 17:53:20 BRT 2015;1;
lsegal;yard;closed;Matijs van Zuijlen;Sun Jun 21 07:14:04 BRT 2015;Wed Jun 24 16:17:30 BRT 2015;3;
lsegal;yard;closed;Andrei Beliankou;Mon Jun 15 13:51:02 BRT 2015;Mon Jun 15 13:55:03 BRT 2015;0;
lsegal;yard;closed;Marlin W. Pierce;Mon Jun 15 13:19:08 BRT 2015;Wed Jul 01 15:53:26 BRT 2015;16;
lsegal;yard;closed;Nicolas Leger;Fri Jun 12 05:05:19 BRT 2015;Sun Jun 14 06:11:44 BRT 2015;2;
lsegal;yard;open;Maximilian Herold;Thu Jun 04 10:57:05 BRT 2015;null;128;
lsegal;yard;open;Josh Holtrop;Wed May 27 10:54:06 BRT 2015;null;136;
lsegal;yard;closed;Josh Bodah;Tue May 26 12:36:10 BRT 2015;Wed May 27 10:51:07 BRT 2015;0;
lsegal;yard;open;Nikolay Markov;Tue May 26 07:24:08 BRT 2015;null;137;
lsegal;yard;closed;Andrew Kozin;Fri May 22 18:01:01 BRT 2015;Fri May 22 19:13:11 BRT 2015;0;
lsegal;yard;closed;null;Thu May 21 18:58:38 BRT 2015;Fri May 22 05:08:33 BRT 2015;0;
lsegal;yard;open;Fabio Napoleoni;Wed May 20 12:59:41 BRT 2015;null;143;
lsegal;yard;open;null;Tue May 19 23:33:47 BRT 2015;null;143;
lsegal;yard;closed;Paul Alexander;Tue May 19 15:44:02 BRT 2015;Wed Jun 03 00:19:45 BRT 2015;14;
lsegal;yard;open;Jean-Baptiste PHILIPPE;Tue May 19 12:22:23 BRT 2015;null;144;
lsegal;yard;closed;null;Tue May 19 02:50:39 BRT 2015;Tue May 19 05:49:58 BRT 2015;0;
lsegal;yard;closed;Robb Shecter;Mon May 18 20:12:00 BRT 2015;Tue May 19 15:02:25 BRT 2015;0;
lsegal;yard;closed;Oliver Klee;Thu May 14 10:06:38 BRT 2015;Thu May 14 16:09:03 BRT 2015;0;
lsegal;yard;open;Oliver Klee;Thu May 14 10:03:47 BRT 2015;null;149;
lsegal;yard;closed;Matijs van Zuijlen;Fri May 08 04:23:11 BRT 2015;Sat May 09 17:03:41 BRT 2015;1;
lsegal;yard;closed;Patrick St. Jean;Wed May 06 17:30:51 BRT 2015;Wed May 06 23:21:06 BRT 2015;0;
lsegal;yard;closed;Chris Lundquist;Tue Apr 28 22:10:31 BRT 2015;Wed Apr 29 23:16:57 BRT 2015;1;
lsegal;yard;open;Chris Lundquist;Tue Apr 28 21:41:56 BRT 2015;null;165;
lsegal;yard;closed;Claudio B.;Mon Apr 27 01:31:50 BRT 2015;Thu Apr 30 21:43:31 BRT 2015;3;
lsegal;yard;open;Josh Lindsey;Tue Apr 21 15:23:02 BRT 2015;null;172;
lsegal;yard;open;Tyler Thrailkill;Tue Apr 21 14:03:06 BRT 2015;null;172;
lsegal;yard;closed;Jericho;Wed Apr 15 20:04:37 BRT 2015;Wed Apr 15 20:19:27 BRT 2015;0;
lsegal;yard;open;Norbert Melzer;Mon Apr 06 13:21:52 BRT 2015;null;187;
lsegal;yard;open;Norbert Melzer;Mon Apr 06 11:23:31 BRT 2015;null;187;
lsegal;yard;open;Aditya Bhargava;Fri Apr 03 13:32:49 BRT 2015;null;190;
lsegal;yard;closed;null;Tue Mar 31 17:51:46 BRT 2015;Tue Mar 31 17:56:23 BRT 2015;0;
lsegal;yard;open;Paolo Bosetti;Thu Mar 26 11:35:07 BRT 2015;null;198;
lsegal;yard;open;Alexander Pepper;Wed Mar 25 12:40:57 BRT 2015;null;199;
lsegal;yard;closed;George Plymale;Mon Mar 23 12:51:43 BRT 2015;Sun Jun 14 06:14:51 BRT 2015;82;
lsegal;yard;open;??????? ??????;Sun Mar 22 19:13:40 BRT 2015;null;202;
lsegal;yard;open;null;Sun Mar 22 12:48:09 BRT 2015;null;202;
lsegal;yard;closed;Thomas Leitner;Thu Mar 19 18:01:49 BRT 2015;Thu Mar 19 18:23:21 BRT 2015;0;
lsegal;yard;open;David Moles;Wed Mar 18 16:08:00 BRT 2015;null;206;
lsegal;yard;open;Postmodern;Mon Mar 09 20:28:41 BRT 2015;null;215;
lsegal;yard;closed;Hailee Kenney;Fri Mar 06 15:20:15 BRT 2015;Sat Mar 07 21:31:54 BRT 2015;1;
lsegal;yard;open;Luke Imhoff;Thu Mar 05 18:16:38 BRT 2015;null;219;
lsegal;yard;closed;null;Thu Mar 05 14:20:20 BRT 2015;Tue Mar 10 18:12:55 BRT 2015;5;
lsegal;yard;closed;Trevor Rowe;Tue Mar 03 18:59:23 BRT 2015;Sat Mar 07 21:34:13 BRT 2015;4;
lsegal;yard;closed;Chris Seaton;Tue Mar 03 10:27:26 BRT 2015;Tue Mar 03 18:21:08 BRT 2015;0;
lsegal;yard;closed;Marnen Laibow-Koser;Sat Feb 28 01:51:54 BRT 2015;Sat Mar 07 21:45:54 BRT 2015;7;
lsegal;yard;closed;Javier;Sat Feb 21 18:26:15 BRST 2015;Sat Feb 21 19:40:17 BRST 2015;0;
lsegal;yard;closed;Srikanth;Tue Feb 10 10:02:54 BRST 2015;Tue Feb 10 10:32:25 BRST 2015;0;
lsegal;yard;closed;Srikanth;Mon Feb 09 11:51:53 BRST 2015;Fri May 15 13:33:16 BRT 2015;95;
lsegal;yard;closed;Andrew Kozin;Tue Feb 03 06:50:24 BRST 2015;Tue Feb 03 07:01:53 BRST 2015;0;
lsegal;yard;closed;Ken Winters;Thu Jan 15 13:46:57 BRST 2015;Sat Feb 21 19:04:40 BRST 2015;37;
lsegal;yard;closed;null;Thu Jan 15 03:04:39 BRST 2015;Thu Jan 15 03:20:55 BRST 2015;0;
lsegal;yard;closed;Barry Allard;Wed Jan 14 16:26:07 BRST 2015;Wed Jan 14 21:04:56 BRST 2015;0;
lsegal;yard;closed;Sushant P;Fri Jan 09 19:09:13 BRST 2015;Fri Jan 09 19:43:15 BRST 2015;0;
lsegal;yard;open;Stanimir Stamenkov;Fri Jan 09 10:52:20 BRST 2015;null;274;
lsegal;yard;closed;Anthony Smith;Wed Jan 07 21:23:40 BRST 2015;Wed Feb 04 15:47:55 BRST 2015;27;
lsegal;yard;closed;Michael Mior;Wed Jan 07 12:32:01 BRST 2015;Thu Jan 08 00:43:14 BRST 2015;0;
lsegal;yard;open;Jonas Bergler;Tue Jan 06 19:33:27 BRST 2015;null;277;
lsegal;yard;closed;Yuval Kordov;Sun Jan 04 03:26:25 BRST 2015;Wed Mar 18 15:46:45 BRT 2015;73;
lsegal;yard;closed;Franky W.;Thu Jan 01 19:53:16 BRST 2015;Sun Jan 04 00:17:43 BRST 2015;2;
lsegal;yard;closed;Florian Ebeling;Tue Dec 30 21:19:06 BRST 2014;Thu Jan 01 11:10:28 BRST 2015;1;
lsegal;yard;closed;Thiago Lewin;Sun Dec 28 23:27:43 BRST 2014;Sun Jan 04 00:17:11 BRST 2015;6;
lsegal;yard;closed;Oliver Klee;Fri Dec 26 16:44:32 BRST 2014;Sun Jan 04 00:18:17 BRST 2015;8;
lsegal;yard;closed;Eloy Espinaco;Mon Dec 22 18:57:04 BRST 2014;Sun Jan 04 00:19:46 BRST 2015;12;
lsegal;yard;closed;Luke Imhoff;Fri Dec 19 15:01:36 BRST 2014;Wed Feb 04 15:54:57 BRST 2015;47;
lsegal;yard;open;null;Sun Dec 14 14:06:48 BRST 2014;null;300;
lsegal;yard;open;Noah Luck Easterly;Thu Dec 04 18:32:48 BRST 2014;null;310;
lsegal;yard;open;George Millo;Thu Dec 04 13:41:58 BRST 2014;null;310;
lsegal;yard;open;Tomas Sandven;Fri Nov 28 09:01:24 BRST 2014;null;316;
lsegal;yard;open;Kostiantyn Kahanskyi;Fri Nov 14 14:40:05 BRST 2014;null;330;
lsegal;yard;closed;null;Sun Nov 09 18:59:03 BRST 2014;Sun Jan 04 00:26:42 BRST 2015;55;
lsegal;yard;closed;Matthew Scharley;Fri Nov 07 20:55:12 BRST 2014;Tue Nov 25 19:28:30 BRST 2014;17;
lsegal;yard;open;Hans Mackowiak;Sun Oct 19 08:45:39 BRST 2014;null;356;
lsegal;yard;closed;Hans Mackowiak;Sun Oct 19 08:34:29 BRST 2014;Sun Oct 26 06:26:36 BRST 2014;6;
lsegal;yard;open;Hans Mackowiak;Sun Oct 19 08:27:23 BRST 2014;null;356;
lsegal;yard;open;Hans Mackowiak;Sun Oct 19 07:09:34 BRST 2014;null;356;
lsegal;yard;closed;null;Thu Oct 16 08:56:06 BRT 2014;Sun Oct 26 01:52:33 BRST 2014;9;
lsegal;yard;closed;Michal Papis;Wed Oct 15 16:17:54 BRT 2014;Sun Oct 26 02:08:52 BRST 2014;10;
lsegal;yard;closed;Postmodern;Tue Oct 14 18:22:10 BRT 2014;Sun Jun 14 06:33:08 BRT 2015;242;
lsegal;yard;closed;Eric Terry;Mon Oct 06 14:38:12 BRT 2014;Wed Oct 15 12:13:09 BRT 2014;8;
lsegal;yard;open;null;Sun Sep 28 13:59:11 BRT 2014;null;377;
lsegal;yard;closed;Francisco Garcia;Wed Sep 24 06:54:43 BRT 2014;Sun Oct 26 02:11:03 BRST 2014;31;
lsegal;yard;closed;Michal Papis;Mon Sep 22 19:08:57 BRT 2014;Sun Oct 26 20:25:07 BRST 2014;34;
lsegal;yard;closed;Michal Papis;Mon Sep 22 02:06:15 BRT 2014;Mon Sep 22 18:58:19 BRT 2014;0;
lsegal;yard;open;David Grayson;Tue Sep 16 20:21:00 BRT 2014;null;389;
lsegal;yard;closed;Dennis-Florian Herr;Mon Sep 15 11:55:03 BRT 2014;Sun Oct 26 06:04:14 BRST 2014;40;
lsegal;yard;closed;null;Thu Sep 11 07:18:46 BRT 2014;Sun Oct 26 02:06:48 BRST 2014;44;
lsegal;yard;closed;Mr Friend;Sat Sep 06 08:11:04 BRT 2014;Sun Oct 26 07:20:23 BRST 2014;49;
lsegal;yard;closed;Nikolay Voynov;Thu Aug 28 07:20:28 BRT 2014;Sun Oct 26 01:55:22 BRST 2014;58;
lsegal;yard;closed;null;Fri Aug 15 05:28:45 BRT 2014;Sun Oct 26 01:49:36 BRST 2014;71;
lsegal;yard;closed;Fabio Napoleoni;Wed Jul 30 13:21:48 BRT 2014;Mon Aug 04 07:30:34 BRT 2014;4;
lsegal;yard;closed;Ben Ziegler;Tue Jul 29 16:27:54 BRT 2014;Thu Jul 31 21:07:13 BRT 2014;2;
lsegal;yard;open;7rans;Tue Jul 29 13:35:25 BRT 2014;null;438;
lsegal;yard;closed;Fuminori Ido;Fri Jul 11 11:31:01 BRT 2014;Sun Jul 13 21:09:51 BRT 2014;2;
lsegal;yard;closed;Isi Robayna;Thu Jul 10 20:54:59 BRT 2014;Sun Oct 26 02:04:11 BRST 2014;107;
lsegal;yard;open;null;Tue Jun 24 15:29:42 BRT 2014;null;473;
lsegal;yard;closed;Juanito Fatas;Sat Jun 21 00:38:07 BRT 2014;Sat Jun 21 02:28:05 BRT 2014;0;
lsegal;yard;open;Ben Langfeld;Thu Jun 12 17:50:01 BRT 2014;null;485;
lsegal;yard;closed;Ivan Ukhov;Thu Jun 12 08:02:28 BRT 2014;Sun Jul 13 21:11:56 BRT 2014;31;
lsegal;yard;closed;Ivan Ukhov;Thu Jun 12 07:38:13 BRT 2014;Thu Jul 31 02:03:26 BRT 2014;48;
lsegal;yard;closed;Charlie Sharpsteen;Thu Jun 12 03:42:34 BRT 2014;Sun Jul 13 21:12:57 BRT 2014;31;
lsegal;yard;closed;Ivan Ukhov;Mon Jun 09 18:15:29 BRT 2014;Thu Jun 12 08:04:32 BRT 2014;2;
lsegal;yard;open;Tomas Sandven;Fri Jun 06 17:37:14 BRT 2014;null;491;
lsegal;yard;closed;Chris Wilson;Wed Jun 04 16:46:05 BRT 2014;Thu Jun 05 12:14:53 BRT 2014;0;
lsegal;yard;open;Charlie Sharpsteen;Mon Jun 02 20:03:18 BRT 2014;null;495;
lsegal;yard;closed;Joe Eli McIlvain;Thu May 29 01:12:41 BRT 2014;Sun Oct 26 01:57:19 BRST 2014;150;
lsegal;yard;closed;Fuminori Ido;Thu May 29 00:16:13 BRT 2014;Sun Jul 13 21:10:09 BRT 2014;45;
lsegal;yard;closed;Daniel Berg;Thu May 22 06:52:54 BRT 2014;Sun Oct 26 07:12:55 BRST 2014;157;
lsegal;yard;open;null;Tue May 20 16:14:14 BRT 2014;null;508;
lsegal;yard;closed;Keith Bennett;Fri May 16 17:29:29 BRT 2014;Sun Oct 26 02:03:32 BRST 2014;162;
lsegal;yard;open;Alex McLain;Sat May 10 15:29:00 BRT 2014;null;518;
lsegal;yard;closed;Kevin Chen;Sat May 10 01:36:17 BRT 2014;Sat May 10 02:50:33 BRT 2014;0;
lsegal;yard;closed;null;Tue Apr 29 17:06:18 BRT 2014;Tue Apr 29 17:34:29 BRT 2014;0;
lsegal;yard;closed;null;Tue Apr 29 16:48:36 BRT 2014;Sun Jul 13 21:16:45 BRT 2014;75;
lsegal;yard;closed;Mikkel Kroman;Sat Apr 26 00:06:10 BRT 2014;Sat Apr 26 00:13:14 BRT 2014;0;
lsegal;yard;closed;Luke Imhoff;Thu Apr 24 11:48:40 BRT 2014;Wed Feb 04 15:51:29 BRST 2015;286;
lsegal;yard;closed;Alex McLain;Sat Apr 19 17:01:50 BRT 2014;Tue Apr 29 18:13:45 BRT 2014;10;
lsegal;yard;closed;Marc Siegel;Fri Apr 18 11:40:18 BRT 2014;Sun Oct 26 22:27:57 BRST 2014;191;
lsegal;yard;closed;Brandan Lennox;Fri Apr 18 10:38:53 BRT 2014;Sun Apr 27 15:03:19 BRT 2014;9;
lsegal;yard;closed;Dominik Goltermann;Thu Apr 17 08:26:14 BRT 2014;Wed Oct 15 04:05:03 BRT 2014;180;
lsegal;yard;closed;Philipp Kempgen;Wed Apr 16 05:56:44 BRT 2014;Tue Apr 22 05:24:35 BRT 2014;5;
lsegal;yard;closed;Jay Hayes;Tue Apr 15 19:51:44 BRT 2014;Sun Oct 26 02:16:23 BRST 2014;193;
lsegal;yard;open;Peter Wagenet;Thu Apr 10 00:09:43 BRT 2014;null;548;
lsegal;yard;closed;Ben Hale;Fri Apr 04 11:24:35 BRT 2014;Sun Oct 26 07:52:13 BRST 2014;204;
lsegal;yard;closed;Michael Vastola;Thu Apr 03 10:10:53 BRT 2014;Tue Apr 08 01:41:23 BRT 2014;4;
lsegal;yard;closed;Nathan Stitt;Wed Mar 26 11:49:35 BRT 2014;Wed Mar 26 20:51:20 BRT 2014;0;
lsegal;yard;open;Kyrylo Silin;Mon Mar 24 22:41:00 BRT 2014;null;564;
lsegal;yard;closed;Chuck LeDuc Díaz;Sat Mar 22 15:00:31 BRT 2014;Sat Mar 22 15:07:42 BRT 2014;0;
lsegal;yard;closed;Loren Segal;Sat Mar 22 14:52:28 BRT 2014;Sat Mar 22 14:52:41 BRT 2014;0;
lsegal;yard;closed;Chuck LeDuc Díaz;Sat Mar 22 14:30:11 BRT 2014;Sat Mar 22 14:50:38 BRT 2014;0;
lsegal;yard;closed;Bogdan Popescu;Sat Mar 15 18:52:41 BRT 2014;Sat Mar 22 16:41:50 BRT 2014;6;
lsegal;yard;closed;Bogdan Popescu;Sat Mar 15 18:07:51 BRT 2014;Sat Mar 15 18:46:40 BRT 2014;0;
lsegal;yard;closed;Viet Hoang;Fri Mar 14 15:52:22 BRT 2014;Fri Mar 14 16:04:31 BRT 2014;0;
lsegal;yard;closed;Myron Marston;Thu Mar 13 16:26:10 BRT 2014;Sat Mar 22 02:17:12 BRT 2014;8;
lsegal;yard;closed;Chris Wailes;Wed Mar 12 12:37:02 BRT 2014;Sat Mar 22 02:21:08 BRT 2014;9;
lsegal;yard;closed;Jack Chen;Tue Mar 11 22:41:08 BRT 2014;Sun Jul 13 21:15:37 BRT 2014;123;
lsegal;yard;closed;Frank Showalter;Sun Mar 09 01:20:21 BRT 2014;Sat Mar 22 16:59:42 BRT 2014;13;
lsegal;yard;closed;Myron Marston;Thu Mar 06 00:23:03 BRT 2014;Thu Mar 06 05:11:07 BRT 2014;0;
lsegal;yard;closed;David Grayson;Sun Mar 02 16:51:25 BRT 2014;Sun Mar 02 16:52:54 BRT 2014;0;
lsegal;yard;closed;David Grayson;Sat Mar 01 15:58:53 BRT 2014;Sun Mar 02 16:52:55 BRT 2014;1;
lsegal;yard;closed;Jonne Haß;Sat Mar 01 09:59:36 BRT 2014;Sat Mar 22 23:49:56 BRT 2014;21;
lsegal;yard;closed;Kouhei Sutou;Sun Feb 23 06:58:48 BRT 2014;Sun Feb 23 09:55:05 BRT 2014;0;
lsegal;yard;closed;Kouhei Sutou;Sun Feb 23 06:43:24 BRT 2014;Sun Feb 23 09:52:58 BRT 2014;0;
lsegal;yard;closed;Pieter van Beek;Mon Feb 10 08:34:55 BRST 2014;Sat Mar 22 02:26:54 BRT 2014;39;
lsegal;yard;closed;Joe Eli McIlvain;Mon Feb 03 02:10:29 BRST 2014;Mon Feb 03 03:12:31 BRST 2014;0;
lsegal;yard;closed;Joe Eli McIlvain;Sun Feb 02 23:25:13 BRST 2014;Mon Feb 03 00:37:03 BRST 2014;0;
lsegal;yard;closed;Matheus Moreira;Fri Jan 31 22:41:19 BRST 2014;Sat Feb 01 00:22:32 BRST 2014;0;
lsegal;yard;closed;Sam Rawlins;Mon Jan 27 21:07:55 BRST 2014;Mon Mar 24 15:04:12 BRT 2014;55;
lsegal;yard;closed;Sam Rawlins;Mon Jan 27 20:45:37 BRST 2014;Mon Mar 24 02:22:00 BRT 2014;55;
lsegal;yard;closed;Robert A. Heiler;Thu Jan 23 08:42:50 BRST 2014;Sat Jan 25 16:21:15 BRST 2014;2;
lsegal;yard;closed;Chris Eppstein;Wed Jan 22 21:25:33 BRST 2014;Wed Jan 22 21:38:39 BRST 2014;0;
lsegal;yard;closed;Dave Inman;Wed Jan 22 19:59:59 BRST 2014;Sat Mar 22 17:04:58 BRT 2014;58;
lsegal;yard;closed;Andrea Campolonghi;Fri Jan 17 16:36:38 BRST 2014;Mon Jan 20 02:11:26 BRST 2014;2;
lsegal;yard;closed;Martin Kopischke;Wed Jan 15 01:05:00 BRST 2014;Mon Jan 20 19:13:06 BRST 2014;5;
lsegal;yard;closed;Martin Kopischke;Wed Jan 15 01:01:53 BRST 2014;Sun Oct 26 20:16:10 BRST 2014;284;
lsegal;yard;closed;Martin Kopischke;Wed Jan 15 00:59:40 BRST 2014;Sun Jul 13 21:17:23 BRT 2014;179;
lsegal;yard;closed;Sam Rawlins;Tue Jan 14 02:20:08 BRST 2014;Sat Mar 22 18:06:54 BRT 2014;67;
lsegal;yard;open;Niels Ganser;Fri Jan 03 11:14:53 BRST 2014;null;645;
lsegal;yard;open;Alexander Mankuta;Thu Jan 02 13:28:45 BRST 2014;null;646;
lsegal;yard;open;Francisco Garcia;Wed Jan 01 11:42:58 BRST 2014;null;647;
lsegal;yard;closed;Anton;Tue Dec 31 18:18:16 BRST 2013;Tue Dec 31 18:49:10 BRST 2013;0;
lsegal;yard;closed;Anton;Tue Dec 31 18:10:24 BRST 2013;Tue Dec 31 18:44:44 BRST 2013;0;
lsegal;yard;open;Jorge Alejandro Uveira;Mon Dec 30 21:43:57 BRST 2013;null;649;
lsegal;yard;closed;Glyn Normington;Thu Dec 19 08:38:10 BRST 2013;Mon Mar 24 07:09:04 BRT 2014;94;
lsegal;yard;closed;Glyn Normington;Thu Dec 19 08:33:46 BRST 2013;Sat Mar 22 17:33:56 BRT 2014;93;
lsegal;yard;open;Postmodern;Mon Dec 09 20:29:12 BRST 2013;null;670;
lsegal;yard;closed;Mark Sonnabaum;Mon Dec 09 20:12:20 BRST 2013;Sat Mar 22 16:19:14 BRT 2014;102;
lsegal;yard;closed;David Grayson;Mon Dec 09 00:15:46 BRST 2013;Mon Dec 09 00:19:09 BRST 2013;0;
lsegal;yard;closed;David Grayson;Sun Dec 08 19:02:01 BRST 2013;Sun Dec 08 19:03:23 BRST 2013;0;
lsegal;yard;closed;David Grayson;Sun Dec 08 07:36:01 BRST 2013;Sun Dec 08 07:45:52 BRST 2013;0;
lsegal;yard;open;Robert A. Heiler;Sat Nov 23 05:53:43 BRST 2013;null;686;
lsegal;yard;closed;Nitin;Thu Nov 21 20:35:00 BRST 2013;Thu Nov 21 20:36:10 BRST 2013;0;
lsegal;yard;closed;Nitin;Thu Nov 21 19:57:47 BRST 2013;Thu Nov 21 20:36:10 BRST 2013;0;
lsegal;yard;open;Nitin;Tue Nov 19 17:26:38 BRST 2013;null;690;
lsegal;yard;closed;Michael Durrant;Mon Nov 18 01:00:39 BRST 2013;Sun Oct 26 02:12:50 BRST 2014;342;
lsegal;yard;closed;null;Wed Nov 06 23:14:57 BRST 2013;Thu Nov 21 20:36:32 BRST 2013;14;
lsegal;yard;closed;Trevor Rowe;Fri Nov 01 16:10:23 BRST 2013;Fri Nov 01 18:51:30 BRST 2013;0;
lsegal;yard;closed;Trevor Rowe;Fri Nov 01 15:33:07 BRST 2013;Fri Nov 01 18:51:51 BRST 2013;0;
lsegal;yard;closed;Ken Coar;Mon Oct 28 19:14:06 BRST 2013;Mon Dec 09 00:19:09 BRST 2013;41;
lsegal;yard;closed;Dan Allen;Sat Oct 26 04:43:23 BRST 2013;Sat Oct 26 04:46:33 BRST 2013;0;
lsegal;yard;closed;Douglas Thrift;Fri Oct 25 22:28:46 BRST 2013;Sat Mar 22 17:25:54 BRT 2014;147;
lsegal;yard;closed;Hanfei Shen;Mon Oct 14 06:53:50 BRT 2013;Mon Oct 14 21:19:55 BRT 2013;0;
lsegal;yard;closed;Andrew Grimm;Sun Oct 13 21:33:33 BRT 2013;Mon Oct 14 21:03:28 BRT 2013;0;
lsegal;yard;closed;Lee Dohm;Wed Oct 09 13:34:46 BRT 2013;Mon Oct 14 20:54:22 BRT 2013;5;
lsegal;yard;open;Denis Defreyne;Sun Sep 29 07:54:22 BRT 2013;null;741;
lsegal;yard;closed;Akzhan Abdulin;Thu Sep 26 14:24:07 BRT 2013;Fri Sep 27 10:25:26 BRT 2013;0;
lsegal;yard;closed;John Woods;Tue Sep 17 20:39:38 BRT 2013;Sat Mar 22 02:47:10 BRT 2014;185;
lsegal;yard;closed;Sebastian De Luca;Mon Sep 09 10:06:16 BRT 2013;Sat Mar 22 16:56:38 BRT 2014;194;
lsegal;yard;closed;Zack Hobson;Sat Sep 07 14:31:11 BRT 2013;Mon Sep 09 15:05:01 BRT 2013;2;
lsegal;yard;closed;Sam Keen;Thu Sep 05 13:57:50 BRT 2013;Thu Sep 05 15:36:04 BRT 2013;0;
lsegal;yard;closed;Kouhei Sutou;Sat Aug 31 08:48:36 BRT 2013;Wed Sep 11 21:28:14 BRT 2013;11;
lsegal;yard;closed;Micha? Fita;Fri Aug 30 06:38:48 BRT 2013;Sun Jan 04 00:19:47 BRST 2015;491;
lsegal;yard;closed;null;Tue Aug 20 04:12:06 BRT 2013;Sun Oct 26 07:25:35 BRST 2014;432;
lsegal;yard;closed;Oliver Jakubiec;Mon Aug 19 05:26:24 BRT 2013;Sun Oct 26 07:24:34 BRST 2014;433;
lsegal;yard;closed;Anton;Mon Aug 12 02:17:28 BRT 2013;Mon Aug 12 03:02:37 BRT 2013;0;
lsegal;yard;closed;David Grayson;Sat Aug 03 14:20:59 BRT 2013;Sat Aug 03 19:43:52 BRT 2013;0;
lsegal;yard;closed;Manuel Rüger;Mon Jul 29 19:36:39 BRT 2013;Mon Jul 29 20:19:37 BRT 2013;0;
lsegal;yard;closed;Charles;Thu Jul 25 04:01:23 BRT 2013;Fri Jul 26 17:06:41 BRT 2013;1;
lsegal;yard;closed;Trevor Rowe;Mon Jul 22 18:20:46 BRT 2013;Sat Jul 27 01:52:14 BRT 2013;4;
lsegal;yard;closed;Andrew Meyer;Thu Jul 18 12:15:07 BRT 2013;Sun Jul 28 14:53:15 BRT 2013;10;
lsegal;yard;closed;Benjamin Fleischer;Thu Jul 11 16:23:31 BRT 2013;Thu Jul 11 17:09:06 BRT 2013;0;
lsegal;yard;closed;Ryan Biesemeyer;Thu Jul 04 07:43:04 BRT 2013;Thu Jul 04 09:40:59 BRT 2013;0;
